make,model,variant,cc,seating_capacity,fuel_type,local_output,,,,,,,,,,,,,,,,,,,
HONDA,CITY,ANNIVERSARY EDITION DIESEL,1498,5,DIESEL,39919,,,,,,,,,,,,,,,,,,,
HONDA,CITY,ZX MT PETROL,1497,5,PETROL,40476,,,,,,,,,,,,,,,,,,,
HONDA,WR-V,VX MT EXCLUSIVE EDITION (D),1498,5,DIESEL,40786,,,,,,,,,,,,,,,,,,,
HONDA,CIVIC,V CVT PETROL,1799,5,PETROL,40860,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,XV CVT Petrol,1498,5,PETROL,31027,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS (O) DARK EDITION AMT Diesel,1497,5,DIESEL,45328,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZ PLUS (O) DARK EDITION Diesel,1497,5,DIESEL,45327,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS DARK EDITION AMT Diesel,1497,5,DIESEL,45325,,,,,,,,,,,,,,,,,,,
RENAULT,KWID,1.0 RXT AMT,999,5,PETROL,33623,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XL CVT,1198,5,PETROL,30901,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XSHIFT,1198,5,PETROL,30900,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,DCI XV,1461,5,DIESEL,30899,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,DCI XV PREMIUM,1461,5,DIESEL,30898,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,XV Premium (Safety),1461,5,DIESEL,30897,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,XV Premium (Leather),1461,5,DIESEL,30896,,,,,,,,,,,,,,,,,,,
RENAULT,LODGY,Stepway RxZ (7 seater),1461,7,DIESEL,30872,,,,,,,,,,,,,,,,,,,
MAHINDRA,MARAZZO,M4 PLUS 8STR,1497,8,DIESEL,44023,,,,,,,,,,,,,,,,,,,
MAHINDRA,MARAZZO,M6 PLUS 8STR,1497,8,DIESEL,44024,,,,,,,,,,,,,,,,,,,
DODGE,CARAVAN,NULL,2835,7,PETROL,44895,,,,,,,,,,,,,,,,,,,
BMW,6-SERIES,GT 630i M SPORT,1998,5,PETROL,44926,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEXO,ELECTRIC,1497,5,ELECTRIC,44870,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XV DIESEL,1461,5,DIESEL,21316,,,,,,,,,,,,,,,,,,,
NISSAN,X-TRAIL,X-PECIAL,2184,5,DIESEL,12869,,,,,,,,,,,,,,,,,,,
NISSAN,FAIRLADY Z,NULL,3500,2,PETROL,22353,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XE,1198,5,PETROL,19773,,,,,,,,,,,,,,,,,,,
NISSAN,NISSAN GT-R,GT-R,3799,4,PETROL,19605,,,,,,,,,,,,,,,,,,,
DATSUN,REDI GO,T,799,5,PETROL,31802,,,,,,,,,,,,,,,,,,,
DATSUN,REDI GO,D,799,5,PETROL,31803,,,,,,,,,,,,,,,,,,,
DATSUN,GO PLUS,REMIX LIMITED EDITION,1198,7,PETROL,38387,,,,,,,,,,,,,,,,,,,
HYUNDAI,GRAND I10 NIOS,SPORTZ U2 1.2 CRDI,1186,5,DIESEL,43494,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.0 HIGHLINE TSI AT,999,5,PETROL,45692,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.0 HIGHLINE TSI MT,999,5,PETROL,45693,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.5 GT PLUS TSI DSG AT,1498,5,PETROL,45688,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.5 GT TSI MT,1498,5,PETROL,45689,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.0 COMFORTLINE TSI MT,999,5,PETROL,45694,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.0 TOPLINE TSI MT,999,5,PETROL,45691,,,,,,,,,,,,,,,,,,,
ISUZU,HI LANDER,2WD MT,1898,5,DIESEL,45064,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SUPER TURBO HYBRID PLUS PETROL,1451,7,PETROL,44617,,,,,,,,,,,,,,,,,,,
BMW,M8,COUPE,4395,4,PETROL,44750,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS AMT Petrol,1199,5,PETROL,45554,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q7,45 TDI BLACK STYLING,2967,7,DIESEL,45556,,,,,,,,,,,,,,,,,,,
MARUTI,GRAND VITARA,2.4 MT,2393,5,PETROL,17029,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD,2.3 VTI L,2254,5,PETROL,18043,,,,,,,,,,,,,,,,,,,
KIA,SELTOS,1.4 GTX (O) (P),1353,5,PETROL,45345,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,A-CLASS,LIMOUSINE AMG 35 4MATIC,1991,5,PETROL,44881,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TIGUAN ALLSPACE,2.0 TSI,1984,7,PETROL,43066,,,,,,,,,,,,,,,,,,,
KIA,SELTOS,1.5 ANNIVERSARY EDITION (P),1497,5,PETROL,44083,,,,,,,,,,,,,,,,,,,
KIA,SELTOS,1.5 ANNIVERSARY EDITION CVT (P),1497,5,PETROL,44084,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD,2.4 MT.,2354,5,PETROL,32190,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA ACTIVE,XV S,1198,5,PETROL,26606,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XL (O) DIESEL,1461,5,DIESEL,26465,,,,,,,,,,,,,,,,,,,
DATSUN,GO,T,1198,5,PETROL,27773,,,,,,,,,,,,,,,,,,,
RENAULT,FLUENCE,E4,1997,5,PETROL,22048,,,,,,,,,,,,,,,,,,,
RENAULT,PULSE,RXE PETROL,1198,5,PETROL,27210,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.5 SPORTZ MT DUAL TONE,1493,5,DIESEL,44357,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.5 ASTA (O) MT DUAL TONE,1493,5,DIESEL,44358,,,,,,,,,,,,,,,,,,,
MAHINDRA.,XUV 500,W11,2179,7,DIESEL,38512,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZ PLUS DARK EDITION Diesel,1497,5,DIESEL,45326,,,,,,,,,,,,,,,,,,,
SKODA,KAROQ,1.5 TSI STYLE AT,1498,5,PETROL,43222,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XM (S) Petrol,1199,5,PETROL,43727,,,,,,,,,,,,,,,,,,,
HYUNDAI,VENUE,1.0 S TURBO DCT (P),998,5,PETROL,46082,,,,,,,,,,,,,,,,,,,
NISSAN,MAGNITE,1.0 XE MT,999,5,PETROL,44313,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.2 ASTA MT DUAL TONE,1197,5,PETROL,44343,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.2 SPORTZ MT DUAL TONE,1197,5,PETROL,44341,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,2.4 ELEGANCE MT,2354,5,PETROL,12603,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,2.4 INSPIRE AT,2354,5,PETROL,12604,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,2.4 MT,2354,5,PETROL,12605,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,3.5 V6,3471,5,PETROL,12606,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,3.5 V6 INSPIRE,3471,5,PETROL,12607,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,INSPIRE MT,2354,5,PETROL,12608,,,,,,,,,,,,,,,,,,,
RENAULT,KIGER,RXL AMT DUAL TONE,999,5,PETROL,44658,,,,,,,,,,,,,,,,,,,
RENAULT,KIGER,RXT MT DUAL TONE,999,5,PETROL,44659,,,,,,,,,,,,,,,,,,,
RENAULT,KIGER,RXL TURBO MT,999,5,PETROL,44661,,,,,,,,,,,,,,,,,,,
RENAULT,KIGER,RXZ TURBO CVT,999,5,PETROL,44673,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20,Elite i20 Sportz Plus 1.2 Dual tone,1197,5,PETROL,40648,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20,Elite i20 Sportz Plus 1.4 Dual tone,1396,5,DIESEL,40649,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIGOR EV,XZ PLUS DUAL TONE,1199,5,ELECTRIC,45572,,,,,,,,,,,,,,,,,,,
BMW,X6,XDRIVE 40I X LINE,2998,5,PETROL,43515,,,,,,,,,,,,,,,,,,,
BMW,X6,XDRIVE 40I M SPORT CC 2998,2998,5,PETROL,43514,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLC,43 AMG COUPE 4MATIC,2996,5,PETROL,45485,,,,,,,,,,,,,,,,,,,
BMW,3-SERIES,320D LUXURY EDITION,1995,5,DIESEL,44333,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20 N LINE,1.0 N8 TURBO DCT,998,5,PETROL,45604,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20 N LINE,1.0 N6 TURBO IMT DUAL TONE,998,5,PETROL,45607,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20 N LINE,1.0 N8 TURBO DCT DUAL TONE,998,5,PETROL,45603,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20 N LINE,1.0 N8 TURBO IMT DUAL TONE,998,5,PETROL,45605,,,,,,,,,,,,,,,,,,,
HYUNDAI,I20 N LINE,1.0 N6 TURBO IMT,998,5,PETROL,45608,,,,,,,,,,,,,,,,,,,
BMW,2-SERIES,220D GRAN COUPE M SPORT,1995,5,DIESEL,44053,,,,,,,,,,,,,,,,,,,
JEEP,WRANGLER,2.0 RUBICON,1998,5,PETROL,43070,,,,,,,,,,,,,,,,,,,
PORSCHE,PANAMERA,GTS SPORT TURISMO,3996,4,PETROL,43072,,,,,,,,,,,,,,,,,,,
HYUNDAI,ALCAZAR,2.0 SIGNATURE (O) AT DT 6 STR (P),1999,6,PETROL,45195,,,,,,,,,,,,,,,,,,,
HYUNDAI,ALCAZAR,2.0 PLATINIUM (O) AT 6 STR (P),1999,6,PETROL,45193,,,,,,,,,,,,,,,,,,,
HYUNDAI,ALCAZAR,2.0 SIGNATURE (O) AT 6 STR (P),1999,6,PETROL,45194,,,,,,,,,,,,,,,,,,,
CADILLAC,ESCALADE,7 STR,6200,7,PETROL,45562,,,,,,,,,,,,,,,,,,,
JEEP,COMPASS,80 ANNIVERSARY 2.0 4X4 AT DIESEL,1956,5,DIESEL,44571,,,,,,,,,,,,,,,,,,,
JEEP,COMPASS,LIMITED 2.0 4X4 AT (O) DIESEL,1956,5,DIESEL,44569,,,,,,,,,,,,,,,,,,,
HYUNDAI,VENUE,1.0 S (O) TURBO IMT (P),998,5,PETROL,45269,,,,,,,,,,,,,,,,,,,
HYUNDAI,VENUE,1.0 S (O) TURBO DCT (P),998,5,PETROL,45270,,,,,,,,,,,,,,,,,,,
LAMBORGHINI,HURACAN,EVO SPYDER AWD,5204,2,PETROL,45241,,,,,,,,,,,,,,,,,,,
LAMBORGHINI,HURACAN,EVO SPYDER RWD,5204,2,PETROL,45240,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 53 AMG 4MATIC PLUS,2999,5,PETROL,45335,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 63 AMG S 4MATIC PLUS (P),3982,5,PETROL,45334,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,2.0 SMART PLUS TURBO MT DIESEL,1956,7,DIESEL,44743,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,350 D MAESTRO EDITION,2925,5,DIESEL,44746,,,,,,,,,,,,,,,,,,,
NISSAN,MAGNITE,1.0 XL TURBO MT,999,5,PETROL,44316,,,,,,,,,,,,,,,,,,,
NISSAN,MAGNITE,1.0 XL MT,999,5,PETROL,44314,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,XL CVT AT,1498,5,PETROL,26345,,,,,,,,,,,,,,,,,,,
RENAULT,PULSE,RXZ PETROL,1198,5,PETROL,27209,,,,,,,,,,,,,,,,,,,
NISSAN,TERRANO,XL D PLUS,1461,5,DIESEL,27112,,,,,,,,,,,,,,,,,,,
NISSAN,TERRANO,XL P,1598,5,PETROL,27114,,,,,,,,,,,,,,,,,,,
JEEP,COMPASS,80 ANNIVERSARY 1.4 DCT PETROL,1368,5,PETROL,44596,,,,,,,,,,,,,,,,,,,
MASERATI,LEVANTE,GRANLUSSO PETROL,2979,5,PETROL,44820,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,1.5 THUNDER EDITION DIESEL,1498,5,DIESEL,44244,,,,,,,,,,,,,,,,,,,
MAHINDRA,E VERITO,C4,1461,5,ELECTRIC,43882,,,,,,,,,,,,,,,,,,,
MAHINDRA,E VERITO,C6,1461,5,ELECTRIC,43883,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZ PLUS (S) Diesel,1497,5,DIESEL,43656,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS (S) AMT Diesel,1497,5,DIESEL,43658,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.2 ASTA (O) MT DUAL TONE,1197,5,PETROL,44286,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,220D URBAN EDITION,2143,5,DIESEL,42914,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,200D URBAN EDITION,2143,5,DIESEL,42913,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SHARP CVT PETROL,1451,5,PETROL,44643,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD,2.4 VTI-L AT,2354,5,PETROL,12598,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD,2.4 VTI-L MT,2354,5,PETROL,12599,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD,3.0 V6 AT,2997,5,PETROL,12600,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,2.4 AT,2354,5,PETROL,12601,,,,,,,,,,,,,,,,,,,
HONDA,ACCORD 2008,2.4 ELEGANCE AT,2354,5,PETROL,12602,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,A-CLASS,LIMOUSINE 200,1332,5,PETROL,44879,,,,,,,,,,,,,,,,,,,
LAMBORGHINI,URUS,PEARL CAPSULE,3996,5,PETROL,45061,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS DARK EDITION AMT Petrol,1199,5,PETROL,45314,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZ PLUS DARK EDITION Petrol,1199,5,PETROL,45313,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZA PLUS (O) DARK EDITION AMT Petrol,1199,5,PETROL,45316,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,XZ PLUS (O) DARK EDITION Petrol,1199,5,PETROL,45315,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,MAGIC,IRIS 4 SEATER CNG,611,4,CNG,44621,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDICA V2,DLS,1405,5,DIESEL,12935,,,,,,,,,,,,,,,,,,,
NISSAN,MAGNITE,1.0 XV TURBO MT,999,5,PETROL,44318,,,,,,,,,,,,,,,,,,,
NISSAN,TERRANO,XE D,1461,5,DIESEL,27115,,,,,,,,,,,,,,,,,,,
NISSAN,TERRANO,XV D THP PREMIUM,1461,5,DIESEL,27109,,,,,,,,,,,,,,,,,,,
NISSAN,TERRANO,XL D THP,1461,5,DIESEL,27111,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SHARP TURBO DCT DT PETROL,1451,5,PETROL,44832,,,,,,,,,,,,,,,,,,,
MARUTI,S-PRESSO,LXI (O) CNG,998,4,CNG,43372,,,,,,,,,,,,,,,,,,,
CITROEN,C5 AIRCROSS,FEEL DUAL TONE,1997,5,DIESEL,44910,,,,,,,,,,,,,,,,,,,
CITROEN,C5 AIRCROSS,FEEL,1997,5,DIESEL,44909,,,,,,,,,,,,,,,,,,,
CITROEN,C5 AIRCROSS,SHINE DUAL TONE,1997,5,DIESEL,44912,,,,,,,,,,,,,,,,,,,
RENAULT,DUSTER,RxE DIESEL,1461,5,DIESEL,24349,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,XV DIESEL,1461,5,DIESEL,23007,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 GX AT 8 STR,2393,8,DIESEL,42968,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.0 HIGHLINE,999,5,PETROL,43287,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.0 HIGHLINE AT,999,5,PETROL,43291,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,HIACE,.,2982,11,DIESEL,21502,,,,,,,,,,,,,,,,,,,
HINDUSTAN MOTORS,TREKKER,ISZ,1489,10,DIESEL,19846,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,HIACE,GL 14 STR,2982,14,DIESEL,26471,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,MINIVAN VX 10STR,909,10,DIESEL,42067,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,HIACE,COMMUTER 3.0 AT,3000,12,DIESEL,35766,,,,,,,,,,,,,,,,,,,
NISSAN,EVALIA,XL 6seater,1461,6,DIESEL,31523,,,,,,,,,,,,,,,,,,,
RENAULT,KOLEOS,4X2,1995,5,DIESEL,29783,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,MC XL DIESEL,1461,5,DIESEL,31015,,,,,,,,,,,,,,,,,,,
HYUNDAI,GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,1197,5,PETROL,41785,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,A-CLASS,LIMOUSINE 200 D,1950,5,DIESEL,44880,,,,,,,,,,,,,,,,,,,
AUDI,RS Q8,4.0L TFSI,3996,5,PETROL,45376,,,,,,,,,,,,,,,,,,,
MASERATI,QUATTROPORTE,3.0L S,2979,5,PETROL,44842,,,,,,,,,,,,,,,,,,,
MASERATI,QUATTROPORTE,3.0L STANDARD,2979,5,PETROL,44843,,,,,,,,,,,,,,,,,,,
MINI,COOPER,PADDY HOPKIRK EDITION,1998,4,PETROL,44771,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLE,AMG 63 S 4MATIC PLUS COUPE,3982,5,PETROL,45567,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIGOR EV,XZ PLUS,1199,5,ELECTRIC,45573,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIGOR EV,XE,1199,5,ELECTRIC,45575,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIGOR EV,XM.,1199,5,ELECTRIC,45574,,,,,,,,,,,,,,,,,,,
HYUNDAI,CRETA,1.5 SX EXECUTIVE TRIM DIESEL,1493,5,DIESEL,45209,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,45 TDI TECHNOLOGY S LINE,2967,5,DIESEL,44585,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,45 TDI QUATTRO TECHNOLOGY,2967,5,DIESEL,44586,,,,,,,,,,,,,,,,,,,
HYUNDAI,GRAND I10 NIOS,MAGNA AMT 1.2 KAPPA VTVT CORPORATE EDITION,1197,5,PETROL,43834,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,FORTUNER,2.8 TRD SPORTIVO,2755,7,DIESEL,43838,,,,,,,,,,,,,,,,,,,
RENAULT,DUSTER,RxL DIESEL,1461,5,DIESEL,24346,,,,,,,,,,,,,,,,,,,
JEEP,WRANGLER,2.0 UNLIMITED,1998,5,PETROL,44928,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,1.5L SE MT DIESEL,1498,5,DIESEL,44862,,,,,,,,,,,,,,,,,,,
RENAULT,DUSTER,85 PS RxS DIESEL,1461,5,DIESEL,31457,,,,,,,,,,,,,,,,,,,
RENAULT,SCALA,RXL PETROL AT,1498,5,PETROL,26076,,,,,,,,,,,,,,,,,,,
RENAULT,DUSTER,110 PS RxL DIESEL AMT,1461,5,DIESEL,31482,,,,,,,,,,,,,,,,,,,
NISSAN,SUNNY,MC XL PETROL,1498,5,PETROL,31014,,,,,,,,,,,,,,,,,,,
MAHINDRA.,XUV 300,W6 DIESEL,1497,5,DIESEL,40663,,,,,,,,,,,,,,,,,,,
BMW,2-SERIES,220D GRAN COUPE SPORTLINE,1995,5,DIESEL,44052,,,,,,,,,,,,,,,,,,,
HYUNDAI,GRAND I10 NIOS,SPORTZ AMT 1.2 CRDI,1186,5,DIESEL,41778,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TAIGUN,1.0 TOPLINE TSI AT,999,5,PETROL,45690,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,220 D 4MATIC,1950,5,DIESEL,45096,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GLA,220 D,1950,5,DIESEL,45095,,,,,,,,,,,,,,,,,,,
KIA,SELTOS,1.5 HTK PLUS IMT (P),1497,5,PETROL,45106,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 450 MAESTRO EDITION,2996,5,PETROL,44811,,,,,,,,,,,,,,,,,,,
RENAULT,KWID,1.0 NEOTECH EASY R,999,5,PETROL,44091,,,,,,,,,,,,,,,,,,,
RENAULT,KWID,1.0 NEOTECH MT,999,5,PETROL,44090,,,,,,,,,,,,,,,,,,,
HYUNDAI,ELANTRA,1.5 SX MT,1493,5,DIESEL,43546,,,,,,,,,,,,,,,,,,,
HYUNDAI,CRETA,1.5 SX (O) IVT PETROL,1497,5,PETROL,44634,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,LEXUS NX,300H EXQUISITE,2494,5,PETROL,43452,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.0 STYLE TSI AT,999,5,PETROL,45218,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.0 ACTIVE TSI MT,999,5,PETROL,45214,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.0 STYLE TSI MT,999,5,PETROL,45217,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.2 SPORTZ MT,1197,5,PETROL,44183,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.0 ASTA TURBO DCT (O),998,5,PETROL,44187,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.2 ASTA MT (O),1197,5,PETROL,44179,,,,,,,,,,,,,,,,,,,
HYUNDAI,NEW I20,1.0 ASTA TURBO IMT DUAL TONE,998,5,PETROL,44350,,,,,,,,,,,,,,,,,,,
HYUNDAI,VENUE,1.0 SX PLUS SPORT TURBO DCT PETROL,998,5,PETROL,44167,,,,,,,,,,,,,,,,,,,
HYUNDAI,VENUE,1.0 SX (O) SPORT TURBO IMT PETROL,998,5,PETROL,44166,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SHINE TURBO PETROL,1451,5,PETROL,45482,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SHINE TURBO CVT PETROL,1451,5,PETROL,45481,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 Z MT 7 STR,2393,7,DIESEL,44853,,,,,,,,,,,,,,,,,,,
MARUTI,VITARA BREZZA,ZDI PLUS DUAL TONE AGS,1248,5,DIESEL,39224,,,,,,,,,,,,,,,,,,,
HYUNDAI,AURA,1.2 SX PLUS AMT CRDI,1186,5,DIESEL,42655,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,L&K 2.0 AT,1984,5,PETROL,43389,,,,,,,,,,,,,,,,,,,
BMW,X7,M 50D,2993,7,DIESEL,43391,,,,,,,,,,,,,,,,,,,
LAMBORGHINI,AVENTADOR,SVJ,6498,2,PETROL,45404,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SUPER TURBO PETROL,1451,5,PETROL,44627,,,,,,,,,,,,,,,,,,,
NISSAN,BLUE BIRD,BLUE BIRD,2184,5,DIESEL,19603,,,,,,,,,,,,,,,,,,,
NISSAN,370Z,TOURING COUPE MT,3696,2,PETROL,18919,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XV PREMIUM DIESEL,1461,5,DIESEL,21315,,,,,,,,,,,,,,,,,,,
NISSAN,MICRA,XL,1198,5,PETROL,19775,,,,,,,,,,,,,,,,,,,
NISSAN,TEANA,230JM,2349,5,PETROL,12866,,,,,,,,,,,,,,,,,,,
HONDA,CR-V,2.0 RVI AUTO TRANSMISSION,1995,5,PETROL,32915,,,,,,,,,,,,,,,,,,,
HONDA,CIVIC,1.8 E MT,1799,5,PETROL,12617,,,,,,,,,,,,,,,,,,,
HONDA,CIVIC,1.8V AT,1799,5,PETROL,12618,,,,,,,,,,,,,,,,,,,
HONDA,CIVIC,1.8V MT,1799,5,PETROL,12619,,,,,,,,,,,,,,,,,,,
MORRIS GARAGES,HECTOR,1.5 SHARP TURBO CVT PLUS PETROL,1451,6,PETROL,44752,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S3 PLUS 9 STR,2179,9,DIESEL,44901,,,,,,,,,,,,,,,,,,,
MAHINDRA,SCORPIO,S3 PLUS 7 STR,2179,7,DIESEL,44736,,,,,,,,,,,,,,,,,,,
HYUNDAI,CRETA,1.5 SX EXECUTIVE TRIM PETROL,1497,5,PETROL,45166,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,ZX ABS 10STR,909,10,DIESEL,42440,,,,,,,,,,,,,,,,,,,
MAHINDRA,SUPRO,VX ABS 10STR,909,10,DIESEL,42439,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 450 4MATIC,2999,5,PETROL,45168,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON EV,XZ PLUS LUX DARK EDITION,1198,5,ELECTRIC,45288,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON EV,XZ PLUS DARK EDITION,1198,5,ELECTRIC,45289,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.5 STYLE TSI MT,1498,5,PETROL,45219,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.0 AMBITION TSI MT,999,5,PETROL,45215,,,,,,,,,,,,,,,,,,,
SKODA,KUSHAQ,1.0 AMBITION TSI AT,999,5,PETROL,45216,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.0 TRENDLINE,999,5,PETROL,43286,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.0 COMFORTLINE PLUS,999,5,PETROL,43288,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.0 LIMITED TSI EDITION,999,5,PETROL,43289,,,,,,,,,,,,,,,,,,,
